Vegetation,Day,Month,Year,Date,Time,NDVI,CleanedNDVI(>0.15)
RichAgrostisFestuca,9,May,1999,09/05/1999,14.34907598,0.558,0.558
HolcusAgrostisSphagnum,9,May,1999,09/05/1999,14.34907598,0.568,0.568
Holcus,9,May,1999,09/05/1999,14.34907598,0.569,0.569
HolcusPoa,9,May,1999,09/05/1999,14.34907598,0.602,0.602
FestucaRubra,9,May,1999,09/05/1999,14.34907598,0.614,0.614
Lair,9,May,1999,09/05/1999,14.34907598,0.622,0.622
HolcusAgrostis,9,May,1999,09/05/1999,14.34907598,0.668,0.668
WetHeath,3,Jul,1999,03/07/1999,14.49965777,NA,NA
Sphagnum,3,Jul,1999,03/07/1999,14.49965777,NA,NA
Rumex,3,Jul,1999,03/07/1999,14.49965777,NA,NA
RichAgrostisFestuca,3,Jul,1999,03/07/1999,14.49965777,NA,NA
PoorAgrostisFestuca,3,Jul,1999,03/07/1999,14.49965777,NA,NA
Plantago,3,Jul,1999,03/07/1999,14.49965777,NA,NA
NardusRacomitrium,3,Jul,1999,03/07/1999,14.49965777,NA,NA
NardusJuncus,3,Jul,1999,03/07/1999,14.49965777,NA,NA
Molinia,3,Jul,1999,03/07/1999,14.49965777,NA,NA
Luzula,3,Jul,1999,03/07/1999,14.49965777,NA,NA
Lair,3,Jul,1999,03/07/1999,14.49965777,NA,NA
HolcusPoa,3,Jul,1999,03/07/1999,14.49965777,NA,NA
Holcus,3,Jul,1999,03/07/1999,14.49965777,NA,NA
HolcusAgrostisSphagnum,3,Jul,1999,03/07/1999,14.49965777,NA,NA
HolcusAgrostis,3,Jul,1999,03/07/1999,14.49965777,NA,NA
FestucaRubra,3,Jul,1999,03/07/1999,14.49965777,NA,NA
Eriophorum,3,Jul,1999,03/07/1999,14.49965777,NA,NA
DryHeath,3,Jul,1999,03/07/1999,14.49965777,NA,NA
Cliff,3,Jul,1999,03/07/1999,14.49965777,NA,NA
AgFesMol,3,Jul,1999,03/07/1999,14.49965777,NA,NA
HolcusAgrostisSphagnum,4,Jul,1999,04/07/1999,14.50239562,0.077,NA
Holcus,4,Jul,1999,04/07/1999,14.50239562,0.086,NA
FestucaRubra,4,Jul,1999,04/07/1999,14.50239562,0.139,NA
HolcusPoa,4,Jul,1999,04/07/1999,14.50239562,0.145,NA
Plantago,4,Jul,1999,04/07/1999,14.50239562,0.156,0.156
WetHeath,4,Jul,1999,04/07/1999,14.50239562,0.158,0.158
NardusRacomitrium,4,Jul,1999,04/07/1999,14.50239562,0.16,0.16
RichAgrostisFestuca,4,Jul,1999,04/07/1999,14.50239562,0.161,0.161
DryHeath,4,Jul,1999,04/07/1999,14.50239562,0.162,0.162
Lair,4,Jul,1999,04/07/1999,14.50239562,0.181,0.181
HolcusAgrostis,4,Jul,1999,04/07/1999,14.50239562,0.182,0.182
PoorAgrostisFestuca,4,Jul,1999,04/07/1999,14.50239562,0.185,0.185
Sphagnum,4,Jul,1999,04/07/1999,14.50239562,0.189,0.189
Molinia,4,Jul,1999,04/07/1999,14.50239562,0.194,0.194
Luzula,4,Jul,1999,04/07/1999,14.50239562,0.202,0.202
Eriophorum,4,Jul,1999,04/07/1999,14.50239562,0.207,0.207
Rumex,4,Jul,1999,04/07/1999,14.50239562,NA,NA
NardusJuncus,4,Jul,1999,04/07/1999,14.50239562,NA,NA
Cliff,4,Jul,1999,04/07/1999,14.50239562,NA,NA
AgFesMol,4,Jul,1999,04/07/1999,14.50239562,NA,NA
NardusJuncus,27,Jul,1999,27/07/1999,14.56536619,0.395,0.395
NardusRacomitrium,27,Jul,1999,27/07/1999,14.56536619,0.516,0.516
Eriophorum,27,Jul,1999,27/07/1999,14.56536619,0.572,0.572
Cliff,27,Jul,1999,27/07/1999,14.56536619,0.599,0.599
PoorAgrostisFestuca,27,Jul,1999,27/07/1999,14.56536619,0.616,0.616
FestucaRubra,27,Jul,1999,27/07/1999,14.56536619,0.616,0.616
Luzula,27,Jul,1999,27/07/1999,14.56536619,0.641,0.641
Holcus,27,Jul,1999,27/07/1999,14.56536619,0.642,0.642
Sphagnum,27,Jul,1999,27/07/1999,14.56536619,0.643,0.643
WetHeath,27,Jul,1999,27/07/1999,14.56536619,0.646,0.646
DryHeath,27,Jul,1999,27/07/1999,14.56536619,0.661,0.661
Molinia,27,Jul,1999,27/07/1999,14.56536619,0.664,0.664
AgFesMol,27,Jul,1999,27/07/1999,14.56536619,0.666,0.666
RichAgrostisFestuca,27,Jul,1999,27/07/1999,14.56536619,0.688,0.688
HolcusPoa,27,Jul,1999,27/07/1999,14.56536619,0.701,0.701
Plantago,27,Jul,1999,27/07/1999,14.56536619,0.702,0.702
HolcusAgrostisSphagnum,27,Jul,1999,27/07/1999,14.56536619,0.724,0.724
Rumex,27,Jul,1999,27/07/1999,14.56536619,0.729,0.729
Lair,27,Jul,1999,27/07/1999,14.56536619,0.738,0.738
HolcusAgrostis,27,Jul,1999,27/07/1999,14.56536619,0.786,0.786
Rumex,28,Jul,1999,28/07/1999,14.56810404,0.408,0.408
NardusJuncus,28,Jul,1999,28/07/1999,14.56810404,0.54,0.54
NardusRacomitrium,28,Jul,1999,28/07/1999,14.56810404,0.547,0.547
RichAgrostisFestuca,28,Jul,1999,28/07/1999,14.56810404,0.558,0.558
Cliff,28,Jul,1999,28/07/1999,14.56810404,0.559,0.559
WetHeath,28,Jul,1999,28/07/1999,14.56810404,0.568,0.568
DryHeath,28,Jul,1999,28/07/1999,14.56810404,0.591,0.591
Holcus,28,Jul,1999,28/07/1999,14.56810404,0.608,0.608
PoorAgrostisFestuca,28,Jul,1999,28/07/1999,14.56810404,0.628,0.628
Sphagnum,28,Jul,1999,28/07/1999,14.56810404,0.633,0.633
Plantago,28,Jul,1999,28/07/1999,14.56810404,0.633,0.633
Molinia,28,Jul,1999,28/07/1999,14.56810404,0.636,0.636
Eriophorum,28,Jul,1999,28/07/1999,14.56810404,0.641,0.641
HolcusPoa,28,Jul,1999,28/07/1999,14.56810404,0.643,0.643
Luzula,28,Jul,1999,28/07/1999,14.56810404,0.652,0.652
HolcusAgrostisSphagnum,28,Jul,1999,28/07/1999,14.56810404,0.652,0.652
AgFesMol,28,Jul,1999,28/07/1999,14.56810404,0.676,0.676
FestucaRubra,28,Jul,1999,28/07/1999,14.56810404,0.688,0.688
Lair,28,Jul,1999,28/07/1999,14.56810404,0.693,0.693
HolcusAgrostis,28,Jul,1999,28/07/1999,14.56810404,0.704,0.704
NardusJuncus,4,Aug,1999,04/08/1999,14.58726899,0.594,0.594
NardusRacomitrium,4,Aug,1999,04/08/1999,14.58726899,0.606,0.606
Cliff,4,Aug,1999,04/08/1999,14.58726899,0.613,0.613
WetHeath,4,Aug,1999,04/08/1999,14.58726899,0.648,0.648
DryHeath,4,Aug,1999,04/08/1999,14.58726899,0.688,0.688
Rumex,4,Aug,1999,04/08/1999,14.58726899,0.69,0.69
PoorAgrostisFestuca,4,Aug,1999,04/08/1999,14.58726899,0.69,0.69
Holcus,4,Aug,1999,04/08/1999,14.58726899,0.691,0.691
RichAgrostisFestuca,4,Aug,1999,04/08/1999,14.58726899,0.692,0.692
Eriophorum,4,Aug,1999,04/08/1999,14.58726899,0.693,0.693
Sphagnum,4,Aug,1999,04/08/1999,14.58726899,0.695,0.695
Plantago,4,Aug,1999,04/08/1999,14.58726899,0.706,0.706
Molinia,4,Aug,1999,04/08/1999,14.58726899,0.713,0.713
Luzula,4,Aug,1999,04/08/1999,14.58726899,0.715,0.715
HolcusPoa,4,Aug,1999,04/08/1999,14.58726899,0.715,0.715
AgFesMol,4,Aug,1999,04/08/1999,14.58726899,0.727,0.727
HolcusAgrostisSphagnum,4,Aug,1999,04/08/1999,14.58726899,0.729,0.729
FestucaRubra,4,Aug,1999,04/08/1999,14.58726899,0.739,0.739
Lair,4,Aug,1999,04/08/1999,14.58726899,0.752,0.752
HolcusAgrostis,4,Aug,1999,04/08/1999,14.58726899,0.775,0.775
NardusRacomitrium,5,Aug,1999,05/08/1999,14.59000684,0.617,0.617
NardusJuncus,5,Aug,1999,05/08/1999,14.59000684,0.624,0.624
Cliff,5,Aug,1999,05/08/1999,14.59000684,0.631,0.631
WetHeath,5,Aug,1999,05/08/1999,14.59000684,0.658,0.658
Rumex,5,Aug,1999,05/08/1999,14.59000684,0.664,0.664
Holcus,5,Aug,1999,05/08/1999,14.59000684,0.688,0.688
DryHeath,5,Aug,1999,05/08/1999,14.59000684,0.693,0.693
RichAgrostisFestuca,5,Aug,1999,05/08/1999,14.59000684,0.696,0.696
PoorAgrostisFestuca,5,Aug,1999,05/08/1999,14.59000684,0.703,0.703
Plantago,5,Aug,1999,05/08/1999,14.59000684,0.705,0.705
Eriophorum,5,Aug,1999,05/08/1999,14.59000684,0.705,0.705
Sphagnum,5,Aug,1999,05/08/1999,14.59000684,0.706,0.706
Molinia,5,Aug,1999,05/08/1999,14.59000684,0.722,0.722
Luzula,5,Aug,1999,05/08/1999,14.59000684,0.725,0.725
HolcusPoa,5,Aug,1999,05/08/1999,14.59000684,0.736,0.736
HolcusAgrostisSphagnum,5,Aug,1999,05/08/1999,14.59000684,0.738,0.738
AgFesMol,5,Aug,1999,05/08/1999,14.59000684,0.744,0.744
FestucaRubra,5,Aug,1999,05/08/1999,14.59000684,0.748,0.748
Lair,5,Aug,1999,05/08/1999,14.59000684,0.76,0.76
HolcusAgrostis,5,Aug,1999,05/08/1999,14.59000684,0.78,0.78
WetHeath,21,Aug,1999,21/08/1999,14.63381246,NA,NA
Sphagnum,21,Aug,1999,21/08/1999,14.63381246,NA,NA
Rumex,21,Aug,1999,21/08/1999,14.63381246,NA,NA
RichAgrostisFestuca,21,Aug,1999,21/08/1999,14.63381246,NA,NA
PoorAgrostisFestuca,21,Aug,1999,21/08/1999,14.63381246,NA,NA
Plantago,21,Aug,1999,21/08/1999,14.63381246,NA,NA
NardusRacomitrium,21,Aug,1999,21/08/1999,14.63381246,NA,NA
NardusJuncus,21,Aug,1999,21/08/1999,14.63381246,NA,NA
Molinia,21,Aug,1999,21/08/1999,14.63381246,NA,NA
Luzula,21,Aug,1999,21/08/1999,14.63381246,NA,NA
Lair,21,Aug,1999,21/08/1999,14.63381246,NA,NA
HolcusPoa,21,Aug,1999,21/08/1999,14.63381246,NA,NA
Holcus,21,Aug,1999,21/08/1999,14.63381246,NA,NA
HolcusAgrostisSphagnum,21,Aug,1999,21/08/1999,14.63381246,NA,NA
HolcusAgrostis,21,Aug,1999,21/08/1999,14.63381246,NA,NA
FestucaRubra,21,Aug,1999,21/08/1999,14.63381246,NA,NA
Eriophorum,21,Aug,1999,21/08/1999,14.63381246,NA,NA
DryHeath,21,Aug,1999,21/08/1999,14.63381246,NA,NA
Cliff,21,Aug,1999,21/08/1999,14.63381246,NA,NA
AgFesMol,21,Aug,1999,21/08/1999,14.63381246,NA,NA
Holcus,14,Sep,1999,14/09/1999,14.69952088,0.32,0.32
Rumex,14,Sep,1999,14/09/1999,14.69952088,0.431,0.431
NardusRacomitrium,14,Sep,1999,14/09/1999,14.69952088,0.456,0.456
Cliff,14,Sep,1999,14/09/1999,14.69952088,0.488,0.488
HolcusPoa,14,Sep,1999,14/09/1999,14.69952088,0.493,0.493
Plantago,14,Sep,1999,14/09/1999,14.69952088,0.511,0.511
DryHeath,14,Sep,1999,14/09/1999,14.69952088,0.524,0.524
Sphagnum,14,Sep,1999,14/09/1999,14.69952088,0.55,0.55
Eriophorum,14,Sep,1999,14/09/1999,14.69952088,0.554,0.554
RichAgrostisFestuca,14,Sep,1999,14/09/1999,14.69952088,0.557,0.557
AgFesMol,14,Sep,1999,14/09/1999,14.69952088,0.56,0.56
Molinia,14,Sep,1999,14/09/1999,14.69952088,0.561,0.561
WetHeath,14,Sep,1999,14/09/1999,14.69952088,0.569,0.569
Luzula,14,Sep,1999,14/09/1999,14.69952088,0.572,0.572
PoorAgrostisFestuca,14,Sep,1999,14/09/1999,14.69952088,0.574,0.574
FestucaRubra,14,Sep,1999,14/09/1999,14.69952088,0.592,0.592
Lair,14,Sep,1999,14/09/1999,14.69952088,0.609,0.609
HolcusAgrostisSphagnum,14,Sep,1999,14/09/1999,14.69952088,0.61,0.61
HolcusAgrostis,14,Sep,1999,14/09/1999,14.69952088,0.631,0.631
NardusJuncus,14,Sep,1999,14/09/1999,14.69952088,NA,NA
Rumex,22,Sep,1999,22/09/1999,14.72142368,0.262,0.262
HolcusPoa,22,Sep,1999,22/09/1999,14.72142368,0.314,0.314
Cliff,22,Sep,1999,22/09/1999,14.72142368,0.459,0.459
HolcusAgrostisSphagnum,22,Sep,1999,22/09/1999,14.72142368,0.469,0.469
DryHeath,22,Sep,1999,22/09/1999,14.72142368,0.479,0.479
HolcusAgrostis,22,Sep,1999,22/09/1999,14.72142368,0.487,0.487
RichAgrostisFestuca,22,Sep,1999,22/09/1999,14.72142368,0.495,0.495
FestucaRubra,22,Sep,1999,22/09/1999,14.72142368,0.499,0.499
Molinia,22,Sep,1999,22/09/1999,14.72142368,0.518,0.518
Lair,22,Sep,1999,22/09/1999,14.72142368,0.537,0.537
Plantago,22,Sep,1999,22/09/1999,14.72142368,0.541,0.541
PoorAgrostisFestuca,22,Sep,1999,22/09/1999,14.72142368,0.574,0.574
Sphagnum,22,Sep,1999,22/09/1999,14.72142368,0.606,0.606
Holcus,22,Sep,1999,22/09/1999,14.72142368,0.611,0.611
WetHeath,22,Sep,1999,22/09/1999,14.72142368,NA,NA
NardusRacomitrium,22,Sep,1999,22/09/1999,14.72142368,NA,NA
NardusJuncus,22,Sep,1999,22/09/1999,14.72142368,NA,NA
Luzula,22,Sep,1999,22/09/1999,14.72142368,NA,NA
Eriophorum,22,Sep,1999,22/09/1999,14.72142368,NA,NA
AgFesMol,22,Sep,1999,22/09/1999,14.72142368,NA,NA
WetHeath,29,Sep,1999,29/09/1999,14.74058864,0.321,0.321
NardusRacomitrium,29,Sep,1999,29/09/1999,14.74058864,0.339,0.339
RichAgrostisFestuca,29,Sep,1999,29/09/1999,14.74058864,0.353,0.353
DryHeath,29,Sep,1999,29/09/1999,14.74058864,0.369,0.369
Rumex,29,Sep,1999,29/09/1999,14.74058864,0.379,0.379
Eriophorum,29,Sep,1999,29/09/1999,14.74058864,0.397,0.397
Molinia,29,Sep,1999,29/09/1999,14.74058864,0.407,0.407
Holcus,29,Sep,1999,29/09/1999,14.74058864,0.445,0.445
HolcusAgrostis,29,Sep,1999,29/09/1999,14.74058864,0.448,0.448
Sphagnum,29,Sep,1999,29/09/1999,14.74058864,0.492,0.492
FestucaRubra,29,Sep,1999,29/09/1999,14.74058864,0.502,0.502
Cliff,29,Sep,1999,29/09/1999,14.74058864,0.508,0.508
PoorAgrostisFestuca,29,Sep,1999,29/09/1999,14.74058864,0.513,0.513
Plantago,29,Sep,1999,29/09/1999,14.74058864,0.513,0.513
HolcusPoa,29,Sep,1999,29/09/1999,14.74058864,0.521,0.521
Luzula,29,Sep,1999,29/09/1999,14.74058864,0.524,0.524
HolcusAgrostisSphagnum,29,Sep,1999,29/09/1999,14.74058864,0.564,0.564
AgFesMol,29,Sep,1999,29/09/1999,14.74058864,0.607,0.607
Lair,29,Sep,1999,29/09/1999,14.74058864,0.618,0.618
NardusJuncus,29,Sep,1999,29/09/1999,14.74058864,NA,NA
Rumex,24,Oct,1999,24/10/1999,14.80903491,-0.016,NA
Sphagnum,24,Oct,1999,24/10/1999,14.80903491,0.004,NA
Holcus,24,Oct,1999,24/10/1999,14.80903491,0.006,NA
PoorAgrostisFestuca,24,Oct,1999,24/10/1999,14.80903491,0.007,NA
FestucaRubra,24,Oct,1999,24/10/1999,14.80903491,0.018,NA
HolcusPoa,24,Oct,1999,24/10/1999,14.80903491,0.023,NA
Plantago,24,Oct,1999,24/10/1999,14.80903491,0.024,NA
Cliff,24,Oct,1999,24/10/1999,14.80903491,0.028,NA
Luzula,24,Oct,1999,24/10/1999,14.80903491,0.034,NA
HolcusAgrostisSphagnum,24,Oct,1999,24/10/1999,14.80903491,0.035,NA
HolcusAgrostis,24,Oct,1999,24/10/1999,14.80903491,0.043,NA
AgFesMol,24,Oct,1999,24/10/1999,14.80903491,0.043,NA
Lair,24,Oct,1999,24/10/1999,14.80903491,0.049,NA
Molinia,24,Oct,1999,24/10/1999,14.80903491,0.066,NA
WetHeath,24,Oct,1999,24/10/1999,14.80903491,NA,NA
RichAgrostisFestuca,24,Oct,1999,24/10/1999,14.80903491,NA,NA
NardusRacomitrium,24,Oct,1999,24/10/1999,14.80903491,NA,NA
NardusJuncus,24,Oct,1999,24/10/1999,14.80903491,NA,NA
Eriophorum,24,Oct,1999,24/10/1999,14.80903491,NA,NA
DryHeath,24,Oct,1999,24/10/1999,14.80903491,NA,NA
Plantago,31,Oct,1999,31/10/1999,14.82819986,0.087,NA
Holcus,31,Oct,1999,31/10/1999,14.82819986,0.105,NA
Rumex,31,Oct,1999,31/10/1999,14.82819986,0.132,NA
HolcusPoa,31,Oct,1999,31/10/1999,14.82819986,0.177,0.177
Cliff,31,Oct,1999,31/10/1999,14.82819986,0.189,0.189
Sphagnum,31,Oct,1999,31/10/1999,14.82819986,0.193,0.193
PoorAgrostisFestuca,31,Oct,1999,31/10/1999,14.82819986,0.219,0.219
WetHeath,31,Oct,1999,31/10/1999,14.82819986,NA,NA
RichAgrostisFestuca,31,Oct,1999,31/10/1999,14.82819986,NA,NA
NardusRacomitrium,31,Oct,1999,31/10/1999,14.82819986,NA,NA
NardusJuncus,31,Oct,1999,31/10/1999,14.82819986,NA,NA
Molinia,31,Oct,1999,31/10/1999,14.82819986,NA,NA
Luzula,31,Oct,1999,31/10/1999,14.82819986,NA,NA
Lair,31,Oct,1999,31/10/1999,14.82819986,NA,NA
HolcusAgrostisSphagnum,31,Oct,1999,31/10/1999,14.82819986,NA,NA
HolcusAgrostis,31,Oct,1999,31/10/1999,14.82819986,NA,NA
FestucaRubra,31,Oct,1999,31/10/1999,14.82819986,NA,NA
Eriophorum,31,Oct,1999,31/10/1999,14.82819986,NA,NA
DryHeath,31,Oct,1999,31/10/1999,14.82819986,NA,NA
AgFesMol,31,Oct,1999,31/10/1999,14.82819986,NA,NA
Rumex,13,Feb,2000,13/02/2000,15.1156742,0.215,0.215
HolcusPoa,13,Feb,2000,13/02/2000,15.1156742,0.235,0.235
AgFesMol,13,Feb,2000,13/02/2000,15.1156742,0.239,0.239
PoorAgrostisFestuca,13,Feb,2000,13/02/2000,15.1156742,0.252,0.252
Plantago,13,Feb,2000,13/02/2000,15.1156742,0.254,0.254
Sphagnum,13,Feb,2000,13/02/2000,15.1156742,0.257,0.257
Lair,13,Feb,2000,13/02/2000,15.1156742,0.265,0.265
Cliff,13,Feb,2000,13/02/2000,15.1156742,0.268,0.268
Holcus,13,Feb,2000,13/02/2000,15.1156742,0.276,0.276
NardusJuncus,13,Feb,2000,13/02/2000,15.1156742,0.302,0.302
HolcusAgrostisSphagnum,13,Feb,2000,13/02/2000,15.1156742,0.304,0.304
Eriophorum,13,Feb,2000,13/02/2000,15.1156742,0.304,0.304
Luzula,13,Feb,2000,13/02/2000,15.1156742,0.33,0.33
NardusRacomitrium,13,Feb,2000,13/02/2000,15.1156742,0.333,0.333
FestucaRubra,13,Feb,2000,13/02/2000,15.1156742,0.339,0.339
Molinia,13,Feb,2000,13/02/2000,15.1156742,0.342,0.342
WetHeath,13,Feb,2000,13/02/2000,15.1156742,0.36,0.36
HolcusAgrostis,13,Feb,2000,13/02/2000,15.1156742,0.374,0.374
RichAgrostisFestuca,13,Feb,2000,13/02/2000,15.1156742,0.377,0.377
DryHeath,13,Feb,2000,13/02/2000,15.1156742,0.405,0.405
Rumex,21,Feb,2000,21/02/2000,15.137577,0.267,0.267
HolcusPoa,21,Feb,2000,21/02/2000,15.137577,0.29,0.29
PoorAgrostisFestuca,21,Feb,2000,21/02/2000,15.137577,0.315,0.315
Cliff,21,Feb,2000,21/02/2000,15.137577,0.322,0.322
Luzula,21,Feb,2000,21/02/2000,15.137577,0.323,0.323
AgFesMol,21,Feb,2000,21/02/2000,15.137577,0.344,0.344
NardusRacomitrium,21,Feb,2000,21/02/2000,15.137577,0.35,0.35
Plantago,21,Feb,2000,21/02/2000,15.137577,0.353,0.353
NardusJuncus,21,Feb,2000,21/02/2000,15.137577,0.353,0.353
Sphagnum,21,Feb,2000,21/02/2000,15.137577,0.356,0.356
Eriophorum,21,Feb,2000,21/02/2000,15.137577,0.361,0.361
FestucaRubra,21,Feb,2000,21/02/2000,15.137577,0.362,0.362
Molinia,21,Feb,2000,21/02/2000,15.137577,0.365,0.365
Holcus,21,Feb,2000,21/02/2000,15.137577,0.366,0.366
Lair,21,Feb,2000,21/02/2000,15.137577,0.369,0.369
HolcusAgrostisSphagnum,21,Feb,2000,21/02/2000,15.137577,0.372,0.372
RichAgrostisFestuca,21,Feb,2000,21/02/2000,15.137577,0.377,0.377
WetHeath,21,Feb,2000,21/02/2000,15.137577,0.391,0.391
HolcusAgrostis,21,Feb,2000,21/02/2000,15.137577,0.391,0.391
DryHeath,21,Feb,2000,21/02/2000,15.137577,0.415,0.415
Sphagnum,29,Feb,2000,29/02/2000,15.15947981,-0.128,NA
Eriophorum,29,Feb,2000,29/02/2000,15.15947981,-0.114,NA
AgFesMol,29,Feb,2000,29/02/2000,15.15947981,-0.08,NA
Luzula,29,Feb,2000,29/02/2000,15.15947981,-0.078,NA
HolcusPoa,29,Feb,2000,29/02/2000,15.15947981,-0.07,NA
Lair,29,Feb,2000,29/02/2000,15.15947981,-0.046,NA
HolcusAgrostisSphagnum,29,Feb,2000,29/02/2000,15.15947981,-0.042,NA
Rumex,29,Feb,2000,29/02/2000,15.15947981,-0.036,NA
WetHeath,29,Feb,2000,29/02/2000,15.15947981,-0.035,NA
NardusRacomitrium,29,Feb,2000,29/02/2000,15.15947981,-0.025,NA
Molinia,29,Feb,2000,29/02/2000,15.15947981,-0.023,NA
Cliff,29,Feb,2000,29/02/2000,15.15947981,-0.023,NA
PoorAgrostisFestuca,29,Feb,2000,29/02/2000,15.15947981,-0.021,NA
DryHeath,29,Feb,2000,29/02/2000,15.15947981,-0.014,NA
Holcus,29,Feb,2000,29/02/2000,15.15947981,-0.013,NA
HolcusAgrostis,29,Feb,2000,29/02/2000,15.15947981,-0.013,NA
FestucaRubra,29,Feb,2000,29/02/2000,15.15947981,-0.005,NA
RichAgrostisFestuca,29,Feb,2000,29/02/2000,15.15947981,-0.001,NA
Plantago,29,Feb,2000,29/02/2000,15.15947981,-0.001,NA
NardusJuncus,29,Feb,2000,29/02/2000,15.15947981,-0.001,NA
WetHeath,23,Mar,2000,23/03/2000,15.22245038,NA,NA
Sphagnum,23,Mar,2000,23/03/2000,15.22245038,NA,NA
Rumex,23,Mar,2000,23/03/2000,15.22245038,NA,NA
RichAgrostisFestuca,23,Mar,2000,23/03/2000,15.22245038,NA,NA
PoorAgrostisFestuca,23,Mar,2000,23/03/2000,15.22245038,NA,NA
Plantago,23,Mar,2000,23/03/2000,15.22245038,NA,NA
NardusRacomitrium,23,Mar,2000,23/03/2000,15.22245038,NA,NA
NardusJuncus,23,Mar,2000,23/03/2000,15.22245038,NA,NA
Molinia,23,Mar,2000,23/03/2000,15.22245038,NA,NA
Luzula,23,Mar,2000,23/03/2000,15.22245038,NA,NA
Lair,23,Mar,2000,23/03/2000,15.22245038,NA,NA
HolcusPoa,23,Mar,2000,23/03/2000,15.22245038,NA,NA
Holcus,23,Mar,2000,23/03/2000,15.22245038,NA,NA
HolcusAgrostisSphagnum,23,Mar,2000,23/03/2000,15.22245038,NA,NA
HolcusAgrostis,23,Mar,2000,23/03/2000,15.22245038,NA,NA
FestucaRubra,23,Mar,2000,23/03/2000,15.22245038,NA,NA
Eriophorum,23,Mar,2000,23/03/2000,15.22245038,NA,NA
DryHeath,23,Mar,2000,23/03/2000,15.22245038,NA,NA
Cliff,23,Mar,2000,23/03/2000,15.22245038,NA,NA
AgFesMol,23,Mar,2000,23/03/2000,15.22245038,NA,NA
WetHeath,24,Mar,2000,24/03/2000,15.22518823,0.179,0.179
HolcusPoa,24,Mar,2000,24/03/2000,15.22518823,0.2,0.2
Sphagnum,24,Mar,2000,24/03/2000,15.22518823,0.207,0.207
Lair,24,Mar,2000,24/03/2000,15.22518823,0.207,0.207
Cliff,24,Mar,2000,24/03/2000,15.22518823,0.232,0.232
Plantago,24,Mar,2000,24/03/2000,15.22518823,0.254,0.254
DryHeath,24,Mar,2000,24/03/2000,15.22518823,0.266,0.266
RichAgrostisFestuca,24,Mar,2000,24/03/2000,15.22518823,0.268,0.268
NardusJuncus,24,Mar,2000,24/03/2000,15.22518823,0.271,0.271
HolcusAgrostis,24,Mar,2000,24/03/2000,15.22518823,0.286,0.286
Molinia,24,Mar,2000,24/03/2000,15.22518823,0.292,0.292
PoorAgrostisFestuca,24,Mar,2000,24/03/2000,15.22518823,0.316,0.316
NardusRacomitrium,24,Mar,2000,24/03/2000,15.22518823,0.316,0.316
Holcus,24,Mar,2000,24/03/2000,15.22518823,0.345,0.345
Eriophorum,24,Mar,2000,24/03/2000,15.22518823,0.354,0.354
FestucaRubra,24,Mar,2000,24/03/2000,15.22518823,0.374,0.374
AgFesMol,24,Mar,2000,24/03/2000,15.22518823,0.384,0.384
Rumex,24,Mar,2000,24/03/2000,15.22518823,NA,NA
Luzula,24,Mar,2000,24/03/2000,15.22518823,NA,NA
HolcusAgrostisSphagnum,24,Mar,2000,24/03/2000,15.22518823,NA,NA
HolcusAgrostis,8,Apr,2000,08/04/2000,15.26625599,0.37,0.37
RichAgrostisFestuca,8,Apr,2000,08/04/2000,15.26625599,0.396,0.396
WetHeath,8,Apr,2000,08/04/2000,15.26625599,NA,NA
Sphagnum,8,Apr,2000,08/04/2000,15.26625599,NA,NA
Rumex,8,Apr,2000,08/04/2000,15.26625599,NA,NA
PoorAgrostisFestuca,8,Apr,2000,08/04/2000,15.26625599,NA,NA
Plantago,8,Apr,2000,08/04/2000,15.26625599,NA,NA
NardusRacomitrium,8,Apr,2000,08/04/2000,15.26625599,NA,NA
NardusJuncus,8,Apr,2000,08/04/2000,15.26625599,NA,NA
Molinia,8,Apr,2000,08/04/2000,15.26625599,NA,NA
Luzula,8,Apr,2000,08/04/2000,15.26625599,NA,NA
Lair,8,Apr,2000,08/04/2000,15.26625599,NA,NA
HolcusPoa,8,Apr,2000,08/04/2000,15.26625599,NA,NA
Holcus,8,Apr,2000,08/04/2000,15.26625599,NA,NA
HolcusAgrostisSphagnum,8,Apr,2000,08/04/2000,15.26625599,NA,NA
FestucaRubra,8,Apr,2000,08/04/2000,15.26625599,NA,NA
Eriophorum,8,Apr,2000,08/04/2000,15.26625599,NA,NA
DryHeath,8,Apr,2000,08/04/2000,15.26625599,NA,NA
Cliff,8,Apr,2000,08/04/2000,15.26625599,NA,NA
AgFesMol,8,Apr,2000,08/04/2000,15.26625599,NA,NA
Luzula,17,Apr,2000,17/04/2000,15.29089665,0.288,0.288
Eriophorum,17,Apr,2000,17/04/2000,15.29089665,0.289,0.289
WetHeath,17,Apr,2000,17/04/2000,15.29089665,0.311,0.311
NardusRacomitrium,17,Apr,2000,17/04/2000,15.29089665,0.32,0.32
Sphagnum,17,Apr,2000,17/04/2000,15.29089665,0.327,0.327
AgFesMol,17,Apr,2000,17/04/2000,15.29089665,0.327,0.327
Molinia,17,Apr,2000,17/04/2000,15.29089665,0.333,0.333
Holcus,17,Apr,2000,17/04/2000,15.29089665,0.35,0.35
Cliff,17,Apr,2000,17/04/2000,15.29089665,0.354,0.354
NardusJuncus,17,Apr,2000,17/04/2000,15.29089665,0.361,0.361
PoorAgrostisFestuca,17,Apr,2000,17/04/2000,15.29089665,0.365,0.365
DryHeath,17,Apr,2000,17/04/2000,15.29089665,0.373,0.373
